Data Year,Fuel Type,ZIP,Number of Vehicles
2022,Battery Electric (BEV),92866,191
2022,Battery Electric (BEV),92865,460
2022,Battery Electric (BEV),92863,6
2022,Battery Electric (BEV),92861,357
2022,Battery Electric (BEV),92860,275
2022,Battery Electric (BEV),92859,6
2022,Battery Electric (BEV),92856,4
2022,Battery Electric (BEV),92846,1
2022,Battery Electric (BEV),92845,281
2022,Battery Electric (BEV),92844,389
2022,Battery Electric (BEV),92843,569
2022,Battery Electric (BEV),92842,3
2022,Battery Electric (BEV),92841,534
2022,Battery Electric (BEV),92840,729
2022,Battery Electric (BEV),92838,2
2022,Battery Electric (BEV),92837,3
2022,Battery Electric (BEV),92836,1
2022,Battery Electric (BEV),92835,1000
2022,Battery Electric (BEV),92834,1
2022,Battery Electric (BEV),92833,1447
2022,Battery Electric (BEV),92832,361
2022,Battery Electric (BEV),92831,631
2022,Battery Electric (BEV),92823,378
2022,Battery Electric (BEV),92822,12
2022,Battery Electric (BEV),92821,1347
2022,Battery Electric (BEV),92817,7
2022,Battery Electric (BEV),92816,2
2022,Battery Electric (BEV),92815,1
2022,Battery Electric (BEV),92812,1
2022,Battery Electric (BEV),92811,3
2022,Battery Electric (BEV),92809,4
2022,Battery Electric (BEV),92808,981
2022,Battery Electric (BEV),92807,1292
2022,Battery Electric (BEV),92806,538
2022,Battery Electric (BEV),92805,999
2022,Battery Electric (BEV),92804,815
2022,Battery Electric (BEV),92803,2
2022,Battery Electric (BEV),92802,419
2022,Battery Electric (BEV),92801,549
2022,Battery Electric (BEV),92799,3
2022,Battery Electric (BEV),92782,1675
2022,Battery Electric (BEV),92781,9
2022,Battery Electric (BEV),92780,805
2022,Battery Electric (BEV),92728,7
2022,Battery Electric (BEV),92711,4
2022,Battery Electric (BEV),92708,1942
2022,Battery Electric (BEV),92707,349
2022,Battery Electric (BEV),92706,364
2022,Battery Electric (BEV),92705,1504
2022,Battery Electric (BEV),92704,745
2022,Battery Electric (BEV),92703,354
2022,Battery Electric (BEV),92702,1
2022,Battery Electric (BEV),92701,234
2022,Battery Electric (BEV),92697,11
2022,Battery Electric (BEV),92694,2312
2022,Battery Electric (BEV),92693,1
2022,Battery Electric (BEV),92692,1726
2022,Battery Electric (BEV),92691,1243
2022,Battery Electric (BEV),92690,8
2022,Battery Electric (BEV),92688,1377
2022,Battery Electric (BEV),92685,5
2022,Battery Electric (BEV),92684,2
2022,Battery Electric (BEV),92683,1659
2022,Battery Electric (BEV),92679,1891
2022,Battery Electric (BEV),92678,9
2022,Battery Electric (BEV),92677,2815
2022,Battery Electric (BEV),92676,67
2022,Battery Electric (BEV),92675,1135
2022,Battery Electric (BEV),92674,9
2022,Battery Electric (BEV),92673,1524
2022,Battery Electric (BEV),92672,1124
2022,Battery Electric (BEV),92663,925
2022,Battery Electric (BEV),92662,116
2022,Battery Electric (BEV),92661,136
2022,Battery Electric (BEV),92660,2278
2022,Battery Electric (BEV),92659,10
2022,Battery Electric (BEV),92658,37
2022,Battery Electric (BEV),92657,1297
2022,Battery Electric (BEV),92656,1969
2022,Battery Electric (BEV),92655,117
2022,Battery Electric (BEV),92654,4
2022,Battery Electric (BEV),92653,1156
2022,Battery Electric (BEV),92652,10
2022,Battery Electric (BEV),92651,1697
2022,Battery Electric (BEV),92649,1134
2022,Battery Electric (BEV),92648,1733
2022,Battery Electric (BEV),92647,1003
2022,Battery Electric (BEV),92646,1431
2022,Battery Electric (BEV),92645,1
2022,Battery Electric (BEV),92637,279
2022,Battery Electric (BEV),92630,2261
2022,Battery Electric (BEV),92629,1006
2022,Battery Electric (BEV),92628,4
2022,Battery Electric (BEV),92627,1203
2022,Battery Electric (BEV),92626,1258
2022,Battery Electric (BEV),92625,995
2022,Battery Electric (BEV),92624,203
2022,Battery Electric (BEV),92623,10
2022,Battery Electric (BEV),92620,3805
2022,Battery Electric (BEV),92619,21
2022,Battery Electric (BEV),92618,5567
2022,Battery Electric (BEV),92617,334
2022,Battery Electric (BEV),92616,7
2022,Battery Electric (BEV),92615,5
2022,Battery Electric (BEV),92614,1288
2022,Battery Electric (BEV),92612,1166
2022,Battery Electric (BEV),92610,737
2022,Battery Electric (BEV),92609,3
2022,Battery Electric (BEV),92607,8
2022,Battery Electric (BEV),92606,1007
2022,Battery Electric (BEV),92605,3
2022,Battery Electric (BEV),92604,972
2022,Battery Electric (BEV),92603,1591
2022,Battery Electric (BEV),92602,2305
2022,Battery Electric (BEV),92596,793
2022,Battery Electric (BEV),92595,373
2022,Battery Electric (BEV),92593,2
2022,Battery Electric (BEV),92592,1814
2022,Battery Electric (BEV),92591,823
2022,Battery Electric (BEV),92590,140
2022,Battery Electric (BEV),92589,7
2022,Battery Electric (BEV),92587,277
2022,Battery Electric (BEV),92586,129
2022,Battery Electric (BEV),92585,412
2022,Battery Electric (BEV),92584,1167
2022,Battery Electric (BEV),92583,104
2022,Battery Electric (BEV),92582,149
2022,Battery Electric (BEV),92581,3
2022,Battery Electric (BEV),92572,1
2022,Battery Electric (BEV),92571,330
2022,Battery Electric (BEV),92570,322
2022,Battery Electric (BEV),92567,41
2022,Battery Electric (BEV),92564,6
2022,Battery Electric (BEV),92563,1690
2022,Battery Electric (BEV),92562,1134
2022,Battery Electric (BEV),92561,19
2022,Battery Electric (BEV),92557,402
2022,Battery Electric (BEV),92555,468
2022,Battery Electric (BEV),92553,254
2022,Battery Electric (BEV),92552,3
2022,Battery Electric (BEV),92551,167
2022,Battery Electric (BEV),92549,31
2022,Battery Electric (BEV),92548,27
2022,Battery Electric (BEV),92546,4
2022,Battery Electric (BEV),92545,209
2022,Battery Electric (BEV),92544,226
2022,Battery Electric (BEV),92543,112
2022,Battery Electric (BEV),92539,14
2022,Battery Electric (BEV),92536,20
2022,Battery Electric (BEV),92532,672
2022,Battery Electric (BEV),92530,522
2022,Battery Electric (BEV),92521,2
2022,Battery Electric (BEV),92519,1
2022,Battery Electric (BEV),92518,7
2022,Battery Electric (BEV),92517,3
2022,Battery Electric (BEV),92516,3
2022,Battery Electric (BEV),92514,2
2022,Battery Electric (BEV),92513,2
2022,Battery Electric (BEV),92509,458
2022,Battery Electric (BEV),92508,684
2022,Battery Electric (BEV),92507,570
2022,Battery Electric (BEV),92506,789
2022,Battery Electric (BEV),92505,384
2022,Battery Electric (BEV),92504,453
2022,Battery Electric (BEV),92503,988
2022,Battery Electric (BEV),92502,2
2022,Battery Electric (BEV),92501,183
2022,Battery Electric (BEV),92427,2
2022,Battery Electric (BEV),92423,2
2022,Battery Electric (BEV),92415,9
2022,Battery Electric (BEV),92413,2
2022,Battery Electric (BEV),92411,47
2022,Battery Electric (BEV),92410,90
2022,Battery Electric (BEV),92408,87
2022,Battery Electric (BEV),92407,521
2022,Battery Electric (BEV),92406,1
2022,Battery Electric (BEV),92405,73
2022,Battery Electric (BEV),92404,191
2022,Battery Electric (BEV),92402,2
2022,Battery Electric (BEV),92401,5
2022,Battery Electric (BEV),92399,492
2022,Battery Electric (BEV),92398,1
2022,Battery Electric (BEV),92397,51
2022,Battery Electric (BEV),92395,232
2022,Battery Electric (BEV),92394,194
2022,Battery Electric (BEV),92393,6
2022,Battery Electric (BEV),92392,376
2022,Battery Electric (BEV),92391,15
2022,Battery Electric (BEV),92386,5
2022,Battery Electric (BEV),92385,8
2022,Battery Electric (BEV),92382,37
2022,Battery Electric (BEV),92378,6
2022,Battery Electric (BEV),92377,179
2022,Battery Electric (BEV),92376,282
2022,Battery Electric (BEV),92375,4
2022,Battery Electric (BEV),92374,495
2022,Battery Electric (BEV),92373,723
2022,Battery Electric (BEV),92372,31
2022,Battery Electric (BEV),92371,67
2022,Battery Electric (BEV),92369,2
2022,Battery Electric (BEV),92368,3
2022,Battery Electric (BEV),92365,5
2022,Battery Electric (BEV),92363,4
2022,Battery Electric (BEV),92359,48
2022,Battery Electric (BEV),92358,11
2022,Battery Electric (BEV),92356,7
2022,Battery Electric (BEV),92354,356
2022,Battery Electric (BEV),92352,71
2022,Battery Electric (BEV),92350,3
2022,Battery Electric (BEV),92347,1
2022,Battery Electric (BEV),92346,521
2022,Battery Electric (BEV),92345,297
2022,Battery Electric (BEV),92344,176
2022,Battery Electric (BEV),92342,51
2022,Battery Electric (BEV),92339,8
2022,Battery Electric (BEV),92337,280
2022,Battery Electric (BEV),92336,1812
2022,Battery Electric (BEV),92335,287
2022,Battery Electric (BEV),92334,1
2022,Battery Electric (BEV),92333,6
2022,Battery Electric (BEV),92331,2
2022,Battery Electric (BEV),92329,2
2022,Battery Electric (BEV),92325,65
2022,Battery Electric (BEV),92324,283
2022,Battery Electric (BEV),92322,6
2022,Battery Electric (BEV),92321,6
2022,Battery Electric (BEV),92320,143
2022,Battery Electric (BEV),92317,23
2022,Battery Electric (BEV),92316,83
2022,Battery Electric (BEV),92315,38
2022,Battery Electric (BEV),92314,51
2022,Battery Electric (BEV),92313,102
2022,Battery Electric (BEV),92311,78
2022,Battery Electric (BEV),92310,38
2022,Battery Electric (BEV),92309,1
2022,Battery Electric (BEV),92308,249
2022,Battery Electric (BEV),92307,265
2022,Battery Electric (BEV),92305,4
2022,Battery Electric (BEV),92301,113
2022,Battery Electric (BEV),92286,3
2022,Battery Electric (BEV),92285,5
2022,Battery Electric (BEV),92284,145
2022,Battery Electric (BEV),92282,9
2022,Battery Electric (BEV),92278,1
2022,Battery Electric (BEV),92277,73
2022,Battery Electric (BEV),92276,55
2022,Battery Electric (BEV),92275,1
2022,Battery Electric (BEV),92274,21
2022,Battery Electric (BEV),92273,1
2022,Battery Electric (BEV),92270,803
2022,Battery Electric (BEV),92268,6
2022,Battery Electric (BEV),92264,548
2022,Battery Electric (BEV),92263,5
2022,Battery Electric (BEV),92262,712
2022,Battery Electric (BEV),92261,5
2022,Battery Electric (BEV),92260,507
2022,Battery Electric (BEV),92258,4
2022,Battery Electric (BEV),92257,5
2022,Battery Electric (BEV),92256,26
2022,Battery Electric (BEV),92255,6
2022,Battery Electric (BEV),92254,6
2022,Battery Electric (BEV),92253,688
2022,Battery Electric (BEV),92252,53
2022,Battery Electric (BEV),92251,103
2022,Battery Electric (BEV),92250,3
2022,Battery Electric (BEV),92249,15
2022,Battery Electric (BEV),92248,6
2022,Battery Electric (BEV),92247,5
2022,Battery Electric (BEV),92244,2
2022,Battery Electric (BEV),92243,146
2022,Battery Electric (BEV),92242,1
2022,Battery Electric (BEV),92241,36
2022,Battery Electric (BEV),92240,147
2022,Battery Electric (BEV),92239,1
2022,Battery Electric (BEV),92236,64
2022,Battery Electric (BEV),92235,4
2022,Battery Electric (BEV),92234,485
2022,Battery Electric (BEV),92232,2
2022,Battery Electric (BEV),92231,92
2022,Battery Electric (BEV),92230,6
2022,Battery Electric (BEV),92227,41
2022,Battery Electric (BEV),92226,2
2022,Battery Electric (BEV),92225,27
2022,Battery Electric (BEV),92223,857
2022,Battery Electric (BEV),92220,178
2022,Battery Electric (BEV),92211,514
2022,Battery Electric (BEV),92210,181
2022,Battery Electric (BEV),92203,451
2022,Battery Electric (BEV),92202,3
2022,Battery Electric (BEV),92201,270
2022,Battery Electric (BEV),92198,6
2022,Battery Electric (BEV),92196,3
2022,Battery Electric (BEV),92195,4
2022,Battery Electric (BEV),92193,1
2022,Battery Electric (BEV),92192,10
2022,Battery Electric (BEV),92191,2
2022,Battery Electric (BEV),92178,5
2022,Battery Electric (BEV),92177,1
2022,Battery Electric (BEV),92176,5
2022,Battery Electric (BEV),92173,105
2022,Battery Electric (BEV),92172,6
2022,Battery Electric (BEV),92169,6
2022,Battery Electric (BEV),92168,4
2022,Battery Electric (BEV),92167,4
2022,Battery Electric (BEV),92166,7
2022,Battery Electric (BEV),92165,1
2022,Battery Electric (BEV),92163,7
2022,Battery Electric (BEV),92160,4
2022,Battery Electric (BEV),92159,1
2022,Battery Electric (BEV),92155,1
2022,Battery Electric (BEV),92154,697
2022,Battery Electric (BEV),92153,1
2022,Battery Electric (BEV),92150,7
2022,Battery Electric (BEV),92149,1
2022,Battery Electric (BEV),92145,1
2022,Battery Electric (BEV),92139,255
2022,Battery Electric (BEV),92138,7
2022,Battery Electric (BEV),92137,1
2022,Battery Electric (BEV),92136,2
2022,Battery Electric (BEV),92135,1
2022,Battery Electric (BEV),92131,1834
2022,Battery Electric (BEV),92130,4343
2022,Battery Electric (BEV),92129,2033
2022,Battery Electric (BEV),92128,1525
2022,Battery Electric (BEV),92127,3191
2022,Battery Electric (BEV),92126,1598
2022,Battery Electric (BEV),92124,648
2022,Battery Electric (BEV),92123,703
2022,Battery Electric (BEV),92122,1175
2022,Battery Electric (BEV),92121,320
2022,Battery Electric (BEV),92120,756
2022,Battery Electric (BEV),92119,403
2022,Battery Electric (BEV),92118,526
2022,Battery Electric (BEV),92117,1004
2022,Battery Electric (BEV),92116,663
2022,Battery Electric (BEV),92115,640
2022,Battery Electric (BEV),92114,454
2022,Battery Electric (BEV),92113,152
2022,Battery Electric (BEV),92112,3
2022,Battery Electric (BEV),92111,664
2022,Battery Electric (BEV),92110,509
2022,Battery Electric (BEV),92109,901
2022,Battery Electric (BEV),92108,712
2022,Battery Electric (BEV),92107,523
2022,Battery Electric (BEV),92106,604
2022,Battery Electric (BEV),92105,387
2022,Battery Electric (BEV),92104,1000
2022,Battery Electric (BEV),92103,1052
2022,Battery Electric (BEV),92102,297
2022,Battery Electric (BEV),92101,1729
2022,Battery Electric (BEV),92093,49
2022,Battery Electric (BEV),92092,14
2022,Battery Electric (BEV),92091,167
2022,Battery Electric (BEV),92088,5
2022,Battery Electric (BEV),92086,11
2022,Battery Electric (BEV),92085,5
2022,Battery Electric (BEV),92084,583
2022,Battery Electric (BEV),92083,313
2022,Battery Electric (BEV),92082,374
2022,Battery Electric (BEV),92081,529
2022,Battery Electric (BEV),92079,2
2022,Battery Electric (BEV),92078,1679
2022,Battery Electric (BEV),92075,640
2022,Battery Electric (BEV),92074,5
2022,Battery Electric (BEV),92071,758
2022,Battery Electric (BEV),92070,9
2022,Battery Electric (BEV),92069,773
2022,Battery Electric (BEV),92068,3
2022,Battery Electric (BEV),92067,1022
2022,Battery Electric (BEV),92066,3
2022,Battery Electric (BEV),92065,475
2022,Battery Electric (BEV),92064,1579
2022,Battery Electric (BEV),92061,43
2022,Battery Electric (BEV),92060,3
2022,Battery Electric (BEV),92059,19
2022,Battery Electric (BEV),92058,333
2022,Battery Electric (BEV),92057,888
2022,Battery Electric (BEV),92056,868
2022,Battery Electric (BEV),92055,2
2022,Battery Electric (BEV),92054,497
2022,Battery Electric (BEV),92052,5
2022,Battery Electric (BEV),92049,3
2022,Battery Electric (BEV),92046,6
2022,Battery Electric (BEV),92040,333
2022,Battery Electric (BEV),92039,3
2022,Battery Electric (BEV),92038,14
2022,Battery Electric (BEV),92037,2110
2022,Battery Electric (BEV),92036,29
2022,Battery Electric (BEV),92030,4
2022,Battery Electric (BEV),92029,712
2022,Battery Electric (BEV),92028,945
2022,Battery Electric (BEV),92027,597
2022,Battery Electric (BEV),92026,864
2022,Battery Electric (BEV),92025,583
2022,Battery Electric (BEV),92024,2252
2022,Battery Electric (BEV),92023,11
2022,Battery Electric (BEV),92022,4
2022,Battery Electric (BEV),92021,468
2022,Battery Electric (BEV),92020,544
2022,Battery Electric (BEV),92019,692
2022,Battery Electric (BEV),92018,7
2022,Battery Electric (BEV),92014,996
2022,Battery Electric (BEV),92013,6
2022,Battery Electric (BEV),92011,1064
2022,Battery Electric (BEV),92010,645
2022,Battery Electric (BEV),92009,2093
2022,Battery Electric (BEV),92008,821
2022,Battery Electric (BEV),92007,395
2022,Battery Electric (BEV),92004,30
2022,Battery Electric (BEV),92003,148
2022,Battery Electric (BEV),91980,2
2022,Battery Electric (BEV),91978,156
2022,Battery Electric (BEV),91977,523
2022,Battery Electric (BEV),91976,1
2022,Battery Electric (BEV),91963,2
2022,Battery Electric (BEV),91962,23
2022,Battery Electric (BEV),91950,229
2022,Battery Electric (BEV),91945,213
2022,Battery Electric (BEV),91944,1
2022,Battery Electric (BEV),91942,446
2022,Battery Electric (BEV),91941,664
2022,Battery Electric (BEV),91935,210
2022,Battery Electric (BEV),91934,5
2022,Battery Electric (BEV),91932,146
2022,Battery Electric (BEV),91931,4
2022,Battery Electric (BEV),91921,9
2022,Battery Electric (BEV),91917,8
2022,Battery Electric (BEV),91916,13
2022,Battery Electric (BEV),91915,944
2022,Battery Electric (BEV),91914,585
2022,Battery Electric (BEV),91913,1450
2022,Battery Electric (BEV),91912,6
2022,Battery Electric (BEV),91911,504
2022,Battery Electric (BEV),91910,735
2022,Battery Electric (BEV),91909,1
2022,Battery Electric (BEV),91906,23
2022,Battery Electric (BEV),91905,8
2022,Battery Electric (BEV),91903,4
2022,Battery Electric (BEV),91902,379
2022,Battery Electric (BEV),91901,250
2022,Battery Electric (BEV),91803,541
2022,Battery Electric (BEV),91802,14
2022,Battery Electric (BEV),91801,823
2022,Battery Electric (BEV),91793,1
2022,Battery Electric (BEV),91792,425
2022,Battery Electric (BEV),91791,752
2022,Battery Electric (BEV),91790,618
2022,Battery Electric (BEV),91789,1948
2022,Battery Electric (BEV),91788,8
2022,Battery Electric (BEV),91786,542
2022,Battery Electric (BEV),91784,839
2022,Battery Electric (BEV),91780,1021
2022,Battery Electric (BEV),91778,3
2022,Battery Electric (BEV),91776,663
2022,Battery Electric (BEV),91775,692
2022,Battery Electric (BEV),91773,680
2022,Battery Electric (BEV),91770,984
2022,Battery Electric (BEV),91769,2
2022,Battery Electric (BEV),91768,202
2022,Battery Electric (BEV),91767,337
2022,Battery Electric (BEV),91766,645
2022,Battery Electric (BEV),91765,2061
2022,Battery Electric (BEV),91764,376
2022,Battery Electric (BEV),91763,309
2022,Battery Electric (BEV),91762,845
2022,Battery Electric (BEV),91761,1056
2022,Battery Electric (BEV),91759,6
2022,Battery Electric (BEV),91755,541
2022,Battery Electric (BEV),91754,781
2022,Battery Electric (BEV),91752,632
2022,Battery Electric (BEV),91750,651
2022,Battery Electric (BEV),91748,1188
2022,Battery Electric (BEV),91746,212
2022,Battery Electric (BEV),91745,1263
2022,Battery Electric (BEV),91744,482
2022,Battery Electric (BEV),91743,1
2022,Battery Electric (BEV),91741,649
2022,Battery Electric (BEV),91740,362
2022,Battery Electric (BEV),91739,1409
2022,Battery Electric (BEV),91737,627
2022,Battery Electric (BEV),91733,328
2022,Battery Electric (BEV),91732,494
2022,Battery Electric (BEV),91731,237
2022,Battery Electric (BEV),91730,977
2022,Battery Electric (BEV),91729,13
2022,Battery Electric (BEV),91724,399
2022,Battery Electric (BEV),91723,215
2022,Battery Electric (BEV),91722,327
2022,Battery Electric (BEV),91715,6
2022,Battery Electric (BEV),91711,973
2022,Battery Electric (BEV),91710,1519
2022,Battery Electric (BEV),91709,3201
2022,Battery Electric (BEV),91708,728
2022,Battery Electric (BEV),91706,590
2022,Battery Electric (BEV),91702,716
2022,Battery Electric (BEV),91701,676
2022,Battery Electric (BEV),91617,1
2022,Battery Electric (BEV),91615,1
2022,Battery Electric (BEV),91614,1
2022,Battery Electric (BEV),91610,1
2022,Battery Electric (BEV),91609,3
2022,Battery Electric (BEV),91608,1
2022,Battery Electric (BEV),91607,826
2022,Battery Electric (BEV),91606,553
2022,Battery Electric (BEV),91605,610
2022,Battery Electric (BEV),91604,1644
2022,Battery Electric (BEV),91603,3
2022,Battery Electric (BEV),91602,697
2022,Battery Electric (BEV),91601,707
2022,Battery Electric (BEV),91521,1
2022,Battery Electric (BEV),91510,7
2022,Battery Electric (BEV),91507,1
2022,Battery Electric (BEV),91506,472
2022,Battery Electric (BEV),91505,788
2022,Battery Electric (BEV),91504,669
2022,Battery Electric (BEV),91503,2
2022,Battery Electric (BEV),91502,172
2022,Battery Electric (BEV),91501,530
2022,Battery Electric (BEV),91436,1474
2022,Battery Electric (BEV),91426,13
2022,Battery Electric (BEV),91423,1348
2022,Battery Electric (BEV),91416,6
2022,Battery Electric (BEV),91413,7
2022,Battery Electric (BEV),91411,435
2022,Battery Electric (BEV),91409,5
2022,Battery Electric (BEV),91408,1
2022,Battery Electric (BEV),91406,807
2022,Battery Electric (BEV),91405,664
2022,Battery Electric (BEV),91403,1236
2022,Battery Electric (BEV),91402,391
2022,Battery Electric (BEV),91401,834
2022,Battery Electric (BEV),91394,2
2022,Battery Electric (BEV),91392,1
2022,Battery Electric (BEV),91390,508
2022,Battery Electric (BEV),91387,1078
2022,Battery Electric (BEV),91386,2
2022,Battery Electric (BEV),91385,2
2022,Battery Electric (BEV),91384,470
2022,Battery Electric (BEV),91381,1210
2022,Battery Electric (BEV),91380,6
2022,Battery Electric (BEV),91377,718
2022,Battery Electric (BEV),91376,8
2022,Battery Electric (BEV),91372,7
2022,Battery Electric (BEV),91367,1605
2022,Battery Electric (BEV),91365,6
2022,Battery Electric (BEV),91364,1340
2022,Battery Electric (BEV),91362,1709
2022,Battery Electric (BEV),91361,1190
2022,Battery Electric (BEV),91360,961
2022,Battery Electric (BEV),91359,10
2022,Battery Electric (BEV),91358,1
2022,Battery Electric (BEV),91357,6
2022,Battery Electric (BEV),91356,1394
2022,Battery Electric (BEV),91355,885
2022,Battery Electric (BEV),91354,1328
2022,Battery Electric (BEV),91353,1
2022,Battery Electric (BEV),91352,465
2022,Battery Electric (BEV),91351,559
2022,Battery Electric (BEV),91350,1567
2022,Battery Electric (BEV),91346,3
2022,Battery Electric (BEV),91345,209
2022,Battery Electric (BEV),91344,1491
2022,Battery Electric (BEV),91343,734
2022,Battery Electric (BEV),91342,989
2022,Battery Electric (BEV),91341,1
2022,Battery Electric (BEV),91340,170
2022,Battery Electric (BEV),91337,1
2022,Battery Electric (BEV),91335,895
2022,Battery Electric (BEV),91331,462
2022,Battery Electric (BEV),91327,3
2022,Battery Electric (BEV),91326,2332
2022,Battery Electric (BEV),91325,745
2022,Battery Electric (BEV),91324,619
2022,Battery Electric (BEV),91321,481
2022,Battery Electric (BEV),91320,1481
2022,Battery Electric (BEV),91319,2
2022,Battery Electric (BEV),91316,1135
2022,Battery Electric (BEV),91313,3
2022,Battery Electric (BEV),91311,1142
2022,Battery Electric (BEV),91309,2
2022,Battery Electric (BEV),91308,5
2022,Battery Electric (BEV),91307,1089
2022,Battery Electric (BEV),91306,684
2022,Battery Electric (BEV),91304,944
2022,Battery Electric (BEV),91303,331
2022,Battery Electric (BEV),91302,1994
2022,Battery Electric (BEV),91301,1225
2022,Battery Electric (BEV),91226,2
2022,Battery Electric (BEV),91225,2
2022,Battery Electric (BEV),91221,3
2022,Battery Electric (BEV),91214,1081
2022,Battery Electric (BEV),91210,29
2022,Battery Electric (BEV),91209,4
2022,Battery Electric (BEV),91208,655
2022,Battery Electric (BEV),91207,387
2022,Battery Electric (BEV),91206,763
2022,Battery Electric (BEV),91205,461
2022,Battery Electric (BEV),91204,254
2022,Battery Electric (BEV),91203,339
2022,Battery Electric (BEV),91202,579
2022,Battery Electric (BEV),91201,467
2022,Battery Electric (BEV),91125,1
2022,Battery Electric (BEV),91118,6
2022,Battery Electric (BEV),91117,1
2022,Battery Electric (BEV),91116,2
2022,Battery Electric (BEV),91115,2
2022,Battery Electric (BEV),91114,2
2022,Battery Electric (BEV),91109,15
2022,Battery Electric (BEV),91108,1008
2022,Battery Electric (BEV),91107,1216
2022,Battery Electric (BEV),91106,704
2022,Battery Electric (BEV),91105,797
2022,Battery Electric (BEV),91104,865
2022,Battery Electric (BEV),91103,601
2022,Battery Electric (BEV),91102,3
2022,Battery Electric (BEV),91101,512
2022,Battery Electric (BEV),91077,2
2022,Battery Electric (BEV),91066,5
2022,Battery Electric (BEV),91046,4
2022,Battery Electric (BEV),91043,1
2022,Battery Electric (BEV),91042,559
2022,Battery Electric (BEV),91041,2
2022,Battery Electric (BEV),91040,575
2022,Battery Electric (BEV),91031,14
2022,Battery Electric (BEV),91030,975
2022,Battery Electric (BEV),91025,3
2022,Battery Electric (BEV),91024,401
2022,Battery Electric (BEV),91020,163
2022,Battery Electric (BEV),91017,5
2022,Battery Electric (BEV),91016,793
2022,Battery Electric (BEV),91012,10
2022,Battery Electric (BEV),91011,1539
2022,Battery Electric (BEV),91010,291
2022,Battery Electric (BEV),91009,2
2022,Battery Electric (BEV),91008,76
2022,Battery Electric (BEV),91007,1146
2022,Battery Electric (BEV),91006,1419
2022,Battery Electric (BEV),91003,1
2022,Battery Electric (BEV),91001,1207
2022,Battery Electric (BEV),90895,1
2022,Battery Electric (BEV),90853,1
2022,Battery Electric (BEV),90832,1
2022,Battery Electric (BEV),90831,2
2022,Battery Electric (BEV),90815,785
2022,Battery Electric (BEV),90814,363
2022,Battery Electric (BEV),90813,128
2022,Battery Electric (BEV),90810,168
2022,Battery Electric (BEV),90808,831
2022,Battery Electric (BEV),90807,678
2022,Battery Electric (BEV),90806,330
2022,Battery Electric (BEV),90805,448
2022,Battery Electric (BEV),90804,256
2022,Battery Electric (BEV),90803,932
2022,Battery Electric (BEV),90802,554
2022,Battery Electric (BEV),90801,1
2022,Battery Electric (BEV),90755,279
2022,Battery Electric (BEV),90749,1
2022,Battery Electric (BEV),90748,1
2022,Battery Electric (BEV),90746,367
2022,Battery Electric (BEV),90745,544
2022,Battery Electric (BEV),90744,144
2022,Battery Electric (BEV),90743,30
2022,Battery Electric (BEV),90742,34
2022,Battery Electric (BEV),90740,651
2022,Battery Electric (BEV),90734,4
2022,Battery Electric (BEV),90733,2
2022,Battery Electric (BEV),90732,386
2022,Battery Electric (BEV),90731,535
2022,Battery Electric (BEV),90723,184
2022,Battery Electric (BEV),90720,750
2022,Battery Electric (BEV),90717,245
2022,Battery Electric (BEV),90716,47
2022,Battery Electric (BEV),90715,201
2022,Battery Electric (BEV),90714,1
2022,Battery Electric (BEV),90713,386
2022,Battery Electric (BEV),90712,497
2022,Battery Electric (BEV),90710,314
2022,Battery Electric (BEV),90707,2
2022,Battery Electric (BEV),90706,535
2022,Battery Electric (BEV),90704,27
2022,Battery Electric (BEV),90703,1729
2022,Battery Electric (BEV),90702,1
2022,Battery Electric (BEV),90701,214
2022,Battery Electric (BEV),90680,313
2022,Battery Electric (BEV),90670,291
2022,Battery Electric (BEV),90662,1
2022,Battery Electric (BEV),90660,323
2022,Battery Electric (BEV),90650,729
2022,Battery Electric (BEV),90640,475
2022,Battery Electric (BEV),90639,1
2022,Battery Electric (BEV),90638,770
2022,Battery Electric (BEV),90637,1
2022,Battery Electric (BEV),90632,5
2022,Battery Electric (BEV),90631,1107
2022,Battery Electric (BEV),90630,1181
2022,Battery Electric (BEV),90623,432
2022,Battery Electric (BEV),90622,1
2022,Battery Electric (BEV),90621,715
2022,Battery Electric (BEV),90620,792
2022,Battery Electric (BEV),90609,1
2022,Battery Electric (BEV),90608,2
2022,Battery Electric (BEV),90607,2
2022,Battery Electric (BEV),90606,174
2022,Battery Electric (BEV),90605,328
2022,Battery Electric (BEV),90604,371
2022,Battery Electric (BEV),90603,268
2022,Battery Electric (BEV),90602,273
2022,Battery Electric (BEV),90601,461
2022,Battery Electric (BEV),90510,3
2022,Battery Electric (BEV),90506,1
2022,Battery Electric (BEV),90505,996
2022,Battery Electric (BEV),90504,567
2022,Battery Electric (BEV),90503,1048
2022,Battery Electric (BEV),90502,274
2022,Battery Electric (BEV),90501,784
2022,Battery Electric (BEV),90409,4
2022,Battery Electric (BEV),90408,2
2022,Battery Electric (BEV),90407,1
2022,Battery Electric (BEV),90406,7
2022,Battery Electric (BEV),90405,1214
2022,Battery Electric (BEV),90404,551
2022,Battery Electric (BEV),90403,962
2022,Battery Electric (BEV),90402,987
2022,Battery Electric (BEV),90401,1638
2022,Battery Electric (BEV),90308,2
2022,Battery Electric (BEV),90305,239
2022,Battery Electric (BEV),90304,88
2022,Battery Electric (BEV),90303,95
2022,Battery Electric (BEV),90302,246
